RMAC,definition,strong,verb_core,language,lookup_source,verify_status,verify_detail
Conj-w | V-Hifil-ConjPerf-1cs | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - first person common singular </p><p>+ second person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-1cs | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - first person common singular </p><p>+ third person feminine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-1cs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - first person common singular </p><p>+ third person masculine plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-1cs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - first person common singular </p><p>+ third person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-2fp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - second person feminine plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-2fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - second person feminine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-2fs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - second person feminine singular </p><p>+ third person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-2mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - second person masculine plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - second person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-2ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - second person masculine singular </p><p>+ first person common singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-2ms | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - second person masculine singular </p><p>+ third person feminine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-2ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - second person masculine singular </p><p>+ third person masculine plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-2ms | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - second person masculine singular </p><p>+ third person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person common plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3cp | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person common plural </p><p>+ first person common singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3cp | 2fs2,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person common plural </p><p>+ second person feminine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3cp | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person common plural </p><p>+ second person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3cp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person common plural </p><p>+ third person masculine plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3cp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person common plural </p><p>+ third person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person feminine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3ms | 1cp2,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person masculine singular </p><p>+ first person common plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person masculine singular </p><p>+ first person common singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3ms | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person masculine singular </p><p>+ second person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3ms | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person masculine singular </p><p>+ third person feminine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person masculine singular </p><p>+ third person masculine plural</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConjPerf-3ms | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Conjunctive perfect - third person masculine singular </p><p>+ third person masculine singular</p>,H8689,V-Hifil-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/parfait,OK_DEF_MATCH,Hifil / Parfait
Conj-w | V-Hifil-ConsecImperf-1cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - first person common plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-1cp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - first person common plural </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-1cp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - first person common plural </p><p>+ third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-1cs | 2fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - first person common singular </p><p>+ second person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-1cs | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - first person common singular </p><p>+ third person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-1cs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - first person common singular </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-1cs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - first person common singular </p><p>+ third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-2fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - second person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-2mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - second person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-2mp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - second person masculine plural </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-2mp | Pn,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - second person masculine plural </p><p>+ Paragogic nun</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-2ms | 1cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - second person masculine singular </p><p>+ first person common plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-2ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - second person masculine singular </p><p>+ first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-2ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - second person masculine singular </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3fp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person feminine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3fs | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person feminine singular </p><p>+ first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3fs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person feminine singular </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3fs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person feminine singular </p><p>+ third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3mp | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine plural </p><p>+ second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3mp | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine plural </p><p>+ third person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3mp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine plural </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3mp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine plural </p><p>+ third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3ms | 1cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine singular </p><p>+ first person common plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine singular </p><p>+ first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3ms | 2ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine singular </p><p>+ second person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3ms | 3fp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine singular </p><p>+ third person feminine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3ms | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine singular </p><p>+ third person feminine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine singular </p><p>+ third person masculine plural</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-ConsecImperf-3ms | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Consecutive imperfect - third person masculine singular </p><p>+ third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-Imp-fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - feminine singular</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-fs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - feminine singular </p><p>+ third person masculine singular</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine plural</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-mp | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine plural </p><p>+ first person common singular</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-mp | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine plural </p><p>+ third person feminine singular</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-mp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine plural </p><p>+ third person masculine singular</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine singular</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-ms | 1cp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine singular </p><p>+ first person common plural</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine singular </p><p>+ first person common singular</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-ms | 3fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine singular </p><p>+ third person feminine singular</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine singular </p><p>+ third person masculine plural</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imp-ms | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperative - masculine singular </p><p>+ third person masculine singular</p>,H8685,V-Hifil-Imp,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/impératif,OK_DEF_MATCH,Hifil / Impératif
Conj-w | V-Hifil-Imperf.Jus-1cs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperfect Jussive - first person common singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-Imperf.Jus-3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Imperfect Jussive - third person masculine singular</p>,H8686,V-Hifil-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/imparfait,OK_DEF_MATCH,Hifil / Imparfait
Conj-w | V-Hifil-Inf,<p>Conjunctive waw </p><p>+ Verb - Hifil - Infinitive construct</p>,H8687,V-Hifil-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/infinitif,OK_DEF_MATCH,Hifil / Infinitif
Conj-w | V-Hifil-Inf | 3ms,<p>Conjunctive waw </p><p>+ Verb - Hifil - Infinitive construct </p><p>+ third person masculine singular</p>,H8687,V-Hifil-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/infinitif,OK_DEF_MATCH,Hifil / Infinitif
Conj-w | V-Hifil-InfAbs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Infinitive absolute</p>,H8687,V-Hifil-Inf,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/infinitif,OK_DEF_MATCH,Hifil / Infinitif
Conj-w | V-Hifil-Prtcpl-fp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Participle - feminine plural</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Conj-w | V-Hifil-Prtcpl-mp,<p>Conjunctive waw </p><p>+ Verb - Hifil - Participle - masculine plural</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Conj-w | V-Hifil-Prtcpl-mpc,<p>Conjunctive waw </p><p>+ Verb - Hifil - Participle - masculine plural construct</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
Conj-w | V-Hifil-Prtcpl-mpc | 2fs,<p>Conjunctive waw </p><p>+ Verb - Hifil - Participle - masculine plural construct </p><p>+ second person feminine singular</p>,H8688,V-Hifil-Prtcpl,hebrew,allstrong_def_hebrew:hebrew_def:Hifil/participe,OK_DEF_MATCH,Hifil / Participe
